sample_code,population,count,total_count,percentage
sample09349,b_cell,17258,103052,16.746885067732794
sample09349,cd4_t_cell,25476,103052,24.721499825330902
sample09349,cd8_t_cell,20785,103052,20.169429026122735
sample09349,monocyte,23199,103052,22.511935721771533
sample09349,nk_cell,16334,103052,15.850250359042036
sample09350,b_cell,6128,92756,6.6065807063693995
sample09350,cd4_t_cell,29117,92756,31.39096123161844
sample09350,cd8_t_cell,32180,92756,34.693173487429384
sample09350,monocyte,14023,92756,15.118159472163525
sample09350,nk_cell,11308,92756,12.191125102419251
sample09351,b_cell,4422,90103,4.907716724193422
sample09351,cd4_t_cell,25977,90103,28.83033861247683
sample09351,cd8_t_cell,19529,90103,21.674084103747933
sample09351,monocyte,24090,90103,26.73606872135223
sample09351,nk_cell,16085,90103,17.85179183822958
sample09352,b_cell,8922,102547,8.700400791832038
sample09352,cd4_t_cell,29552,102547,28.81800540240085
sample09352,cd8_t_cell,23103,102547,22.52918174105532
sample09352,monocyte,19939,102547,19.443767248188635
sample09352,nk_cell,21031,102547,20.508644816523155
sample09353,b_cell,10322,94962,10.869611002295656
sample09353,cd4_t_cell,21397,94962,22.53217076304206
sample09353,cd8_t_cell,31542,94962,33.21539141972579
sample09353,monocyte,21080,94962,22.198353025420694
sample09353,nk_cell,10621,94962,11.184473789515806
sample09354,b_cell,6945,93620,7.418286690878018
sample09354,cd4_t_cell,27290,93620,29.149754325998718
sample09354,cd8_t_cell,21004,93620,22.435377056184578
sample09354,monocyte,19992,93620,21.354411450544756
sample09354,nk_cell,18389,93620,19.642170476393932
sample09355,b_cell,12844,93474,13.740719344416629
sample09355,cd4_t_cell,16692,93474,17.857372103472624
sample09355,cd8_t_cell,32466,93474,34.732652930226585
sample09355,monocyte,16807,93474,17.980400967113848
sample09355,nk_cell,14665,93474,15.68885465477031
sample09356,b_cell,13298,110624,12.020899623951403
sample09356,cd4_t_cell,37799,110624,34.16889644200173
sample09356,cd8_t_cell,17313,110624,15.650310963262944
sample09356,monocyte,24073,110624,21.76110066531675
sample09356,nk_cell,18141,110624,16.39879230546717
sample09357,b_cell,9581,102571,9.340846828050815
sample09357,cd4_t_cell,26169,102571,25.513059246765657
sample09357,cd8_t_cell,24389,102571,23.777675951292277
sample09357,monocyte,25259,102571,24.62586891031578
sample09357,nk_cell,17173,102571,16.742549063575474
sample09358,b_cell,18267,95873,19.05333096909453
sample09358,cd4_t_cell,26959,95873,28.11949141051182
sample09358,cd8_t_cell,21484,95873,22.408811657088023
sample09358,monocyte,15588,95873,16.259009314405514
sample09358,nk_cell,13575,95873,14.159356648900106
sample09359,b_cell,9005,91576,9.833362453044465
sample09359,cd4_t_cell,22419,91576,24.481305145452957
sample09359,cd8_t_cell,21892,91576,23.905826854197606
sample09359,monocyte,25365,91576,27.698305232812093
sample09359,nk_cell,12895,91576,14.08120031449288
sample09360,b_cell,7930,93504,8.480920602327172
sample09360,cd4_t_cell,29642,93504,31.701317590691307
sample09360,cd8_t_cell,33377,93504,35.69579911019849
sample09360,monocyte,16963,93504,18.141469883641342
sample09360,nk_cell,5592,93504,5.980492813141684
sample09361,b_cell,10240,97453,10.507629318748526
sample09361,cd4_t_cell,26784,97453,27.48401793685161
sample09361,cd8_t_cell,26290,97453,26.97710691307605
sample09361,monocyte,19667,97453,20.181010333186254
sample09361,nk_cell,14472,97453,14.850235498137565
sample09362,b_cell,4994,104355,4.7855876575152125
sample09362,cd4_t_cell,43454,104355,41.64055387858752
sample09362,cd8_t_cell,19578,104355,18.76096018398735
sample09362,monocyte,19070,104355,18.274160318144794
sample09362,nk_cell,17259,104355,16.53873796176513
sample09363,b_cell,8438,87701,9.621327008814038
sample09363,cd4_t_cell,25080,87701,28.597165368695908
sample09363,cd8_t_cell,27963,87701,31.8844711006716
sample09363,monocyte,15278,87701,17.420553927549285
sample09363,nk_cell,10942,87701,12.476482594269164
sample09364,b_cell,12841,93421,13.745303518480856
sample09364,cd4_t_cell,24979,93421,26.73809957076032
sample09364,cd8_t_cell,16732,93421,17.910319949476026
sample09364,monocyte,22106,93421,23.6627738945205
sample09364,nk_cell,16763,93421,17.943503066762293
sample09365,b_cell,10136,103759,9.768791141009455
sample09365,cd4_t_cell,28267,103759,27.242937962008114
sample09365,cd8_t_cell,14223,103759,13.70772655865997
sample09365,monocyte,25481,103759,24.557869678774853
sample09365,nk_cell,25652,103759,24.722674659547607
sample09366,b_cell,8960,106230,8.434528852489882
sample09366,cd4_t_cell,26088,106230,24.5580344535442
sample09366,cd8_t_cell,28662,106230,26.981078791301893
sample09366,monocyte,21707,106230,20.433964040289936
sample09366,nk_cell,20813,106230,19.592393862374095
sample09367,b_cell,8665,106886,8.10676795838557
sample09367,cd4_t_cell,35406,106886,33.12501169470276
sample09367,cd8_t_cell,27787,106886,25.996856463896112
sample09367,monocyte,19180,106886,17.94435192635144
sample09367,nk_cell,15848,106886,14.82701195666411
sample09368,b_cell,7806,97053,8.043028036227629
sample09368,cd4_t_cell,29760,97053,30.66365800129826
sample09368,cd8_t_cell,24586,97053,25.332550256045668
sample09368,monocyte,20558,97053,21.18224063140758
sample09368,nk_cell,14343,97053,14.778523075020866
sample09369,b_cell,9223,101386,9.096916734065848
sample09369,cd4_t_cell,31525,101386,31.094036652003236
sample09369,cd8_t_cell,21669,101386,21.37277336121358
sample09369,monocyte,19575,101386,19.307399443710178
sample09369,nk_cell,19394,101386,19.12887380900716
sample09370,b_cell,11928,93866,12.707476615600962
sample09370,cd4_t_cell,24266,93866,25.851746106151325
sample09370,cd8_t_cell,25280,93866,26.932009460294466
sample09370,monocyte,23293,93866,24.81516203950312
sample09370,nk_cell,9099,93866,9.69360577845013
sample09371,b_cell,10008,98167,10.194872003830207
sample09371,cd4_t_cell,27049,98167,27.55406603033606
sample09371,cd8_t_cell,27943,98167,28.464759033076287
sample09371,monocyte,20670,98167,21.055955667383135
sample09371,nk_cell,12497,98167,12.730347265374311
sample09372,b_cell,12225,102313,11.9486282290618
sample09372,cd4_t_cell,24922,102313,24.358585907949138
sample09372,cd8_t_cell,27245,102313,26.629069619696423
sample09372,monocyte,21127,102313,20.649379844203573
sample09372,nk_cell,16794,102313,16.41433639908907
sample09373,b_cell,6839,95715,7.145170558428668
sample09373,cd4_t_cell,30821,95715,32.20080447160842
sample09373,cd8_t_cell,24851,95715,25.963537585540408
sample09373,monocyte,20839,95715,21.771927075171078
sample09373,nk_cell,12365,95715,12.918560309251422
sample09374,b_cell,8838,100238,8.817015503102615
sample09374,cd4_t_cell,31568,100238,31.49304654921287
sample09374,cd8_t_cell,21826,100238,21.774177457650794
sample09374,monocyte,26331,100238,26.268481015183866
sample09374,nk_cell,11675,100238,11.647279474849856
sample09375,b_cell,16969,98984,17.143174654489616
sample09375,cd4_t_cell,31690,98984,32.01527519599127
sample09375,cd8_t_cell,20834,98984,21.04784611654409
sample09375,monocyte,15584,98984,15.74395861957488
sample09375,nk_cell,13907,98984,14.049745413400144
sample09376,b_cell,8648,104462,8.278608489211388
sample09376,cd4_t_cell,30344,104462,29.04788344086845
sample09376,cd8_t_cell,30940,104462,29.618425839061096
sample09376,monocyte,20786,104462,19.89814477991997
sample09376,nk_cell,13744,104462,13.156937450939097
sample09377,b_cell,9923,111287,8.916585045872385
sample09377,cd4_t_cell,40166,111287,36.092265943012215
sample09377,cd8_t_cell,30416,111287,27.331134813590086
sample09377,monocyte,20599,111287,18.509798988201677
sample09377,nk_cell,10183,111287,9.15021520932364
sample09378,b_cell,9927,101477,9.782512293426096
sample09378,cd4_t_cell,31203,101477,30.748839638538783
sample09378,cd8_t_cell,23640,101477,23.29591927234743
sample09378,monocyte,24162,101477,23.810321550696216
sample09378,nk_cell,12545,101477,12.362407244991475
sample09379,b_cell,10892,98872,11.016263451735577
sample09379,cd4_t_cell,30524,98872,30.872238854276233
sample09379,cd8_t_cell,20572,98872,20.806699571162714
sample09379,monocyte,20178,98872,20.408204547293472
sample09379,nk_cell,16706,98872,16.896593575532002
sample09380,b_cell,8296,101569,8.16784648859396
sample09380,cd4_t_cell,33746,101569,33.22470438814993
sample09380,cd8_t_cell,27511,101569,27.08602034085203
sample09380,monocyte,16586,101569,16.32978566294834
sample09380,nk_cell,15430,101569,15.191643119455739
sample09381,b_cell,6249,100331,6.228384048798477
sample09381,cd4_t_cell,28205,100331,28.111949447329337
sample09381,cd8_t_cell,31429,100331,31.325313213264096
sample09381,monocyte,22609,100331,22.534411099261444
sample09381,nk_cell,11839,100331,11.799942191346641
sample09382,b_cell,5243,92055,5.695508120145565
sample09382,cd4_t_cell,29593,92055,32.147085981206885
sample09382,cd8_t_cell,25140,92055,27.309760469284665
sample09382,monocyte,19447,92055,21.125414154581502
sample09382,nk_cell,12632,92055,13.722231274781379
sample09383,b_cell,5381,91306,5.893369548551027
sample09383,cd4_t_cell,30760,91306,33.68891420060018
sample09383,cd8_t_cell,20341,91306,22.27783497251002
sample09383,monocyte,21366,91306,23.400433706437692
sample09383,nk_cell,13458,91306,14.73944757190108
sample09384,b_cell,7249,103895,6.977236633139228
sample09384,cd4_t_cell,28286,103895,27.225564271620385
sample09384,cd8_t_cell,32132,103895,30.92737860339766
sample09384,monocyte,23717,103895,22.827855045959865
sample09384,nk_cell,12511,103895,12.041965445882862
sample09385,b_cell,9554,107634,8.87637735288106
sample09385,cd4_t_cell,36793,107634,34.18343646059795
sample09385,cd8_t_cell,26551,107634,24.667855881970382
sample09385,monocyte,20220,107634,18.785885500864037
sample09385,nk_cell,14516,107634,13.486444803686567
sample09386,b_cell,9176,102555,8.94739408122471
sample09386,cd4_t_cell,19113,102555,18.636829018575398
sample09386,cd8_t_cell,24691,102555,24.07586173272878
sample09386,monocyte,30144,102555,29.393008629515872
sample09386,nk_cell,19431,102555,18.946906537955243
sample09387,b_cell,7367,93376,7.8896076079506505
sample09387,cd4_t_cell,37975,93376,40.6689084989719
sample09387,cd8_t_cell,18652,93376,19.975154215215902
sample09387,monocyte,17177,93376,18.395519191226867
sample09387,nk_cell,12205,93376,13.070810486634683
sample09388,b_cell,11037,103563,10.657281075287505
sample09388,cd4_t_cell,20139,103563,19.446134237131023
sample09388,cd8_t_cell,26783,103563,25.861552871199173
sample09388,monocyte,23499,103563,22.690536195359346
sample09388,nk_cell,22105,103563,21.34449562102295
sample09389,b_cell,11661,107114,10.886532105980544
sample09389,cd4_t_cell,45347,107114,42.33526896577478
sample09389,cd8_t_cell,24241,107114,22.63102862370932
sample09389,monocyte,10796,107114,10.078981272289337
sample09389,nk_cell,15069,107114,14.068189032246018
sample09390,b_cell,15844,97441,16.26009585287507
sample09390,cd4_t_cell,27650,97441,28.37614556500857
sample09390,cd8_t_cell,20253,97441,20.784885212590183
sample09390,monocyte,20383,97441,20.918299278537784
sample09390,nk_cell,13311,97441,13.660574090988392
sample09391,b_cell,7403,99463,7.44296874214532
sample09391,cd4_t_cell,21925,99463,22.04337291254034
sample09391,cd8_t_cell,23988,99463,24.117511034253944
sample09391,monocyte,28989,99463,29.14551139619758
sample09391,nk_cell,17158,99463,17.250635914862812
sample09392,b_cell,6979,108674,6.421959254283453
sample09392,cd4_t_cell,30882,108674,28.41710068645674
sample09392,cd8_t_cell,33750,108674,31.056186392329355
sample09392,monocyte,21815,108674,20.07379870070118
sample09392,nk_cell,15248,108674,14.030954966229272
sample09393,b_cell,11751,92704,12.67582844321712
sample09393,cd4_t_cell,22880,92704,24.68070417673455
sample09393,cd8_t_cell,23712,92704,25.578184328615812
sample09393,monocyte,14615,92704,15.765231273731448
sample09393,nk_cell,19746,92704,21.30005177770107
sample09394,b_cell,9636,103393,9.319779869043359
sample09394,cd4_t_cell,27138,103393,26.247424874024354
sample09394,cd8_t_cell,22620,103393,21.877689979012118
sample09394,monocyte,26721,103393,25.844109369106228
sample09394,nk_cell,17278,103393,16.710995908813945
sample09395,b_cell,9315,95935,9.709699275551156
sample09395,cd4_t_cell,28457,95935,29.662792515765883
sample09395,cd8_t_cell,27818,95935,28.99671652681503
sample09395,monocyte,17369,95935,18.10496690467504
sample09395,nk_cell,12976,95935,13.525824777192891
sample09396,b_cell,11196,95137,11.768292042002585
sample09396,cd4_t_cell,29170,95137,30.66104670107319
sample09396,cd8_t_cell,24469,95137,25.719751516234485
sample09396,monocyte,20241,95137,21.275634085581846
sample09396,nk_cell,10061,95137,10.575275655107896
sample09397,b_cell,9437,100322,9.406710392536034
sample09397,cd4_t_cell,28260,100322,28.169294870516936
sample09397,cd8_t_cell,28982,100322,28.888977492474233
sample09397,monocyte,21010,100322,20.942564940890332
sample09397,nk_cell,12633,100322,12.592452303582464
sample09398,b_cell,6712,101543,6.610007582994397
sample09398,cd4_t_cell,28189,101543,27.760653122322566
sample09398,cd8_t_cell,31479,101543,31.000659818992936
sample09398,monocyte,18285,101543,18.00714968043095
sample09398,nk_cell,16878,101543,16.621529795259153
sample09399,b_cell,15639,101643,15.386204657477641
sample09399,cd4_t_cell,34320,101643,33.76523715356689
sample09399,cd8_t_cell,25268,101643,24.859557470755487
sample09399,monocyte,13048,101643,12.837086666076367
sample09399,nk_cell,13368,101643,13.151914052123608
sample09400,b_cell,10774,89714,12.00927391488508
sample09400,cd4_t_cell,24844,89714,27.69244488039771
sample09400,cd8_t_cell,23715,89714,26.43400138217001
sample09400,monocyte,20262,89714,22.585103774215842
sample09400,nk_cell,10119,89714,11.279176048331365
sample09401,b_cell,9963,106921,9.318094668025925
sample09401,cd4_t_cell,31474,106921,29.436686899673592
sample09401,cd8_t_cell,28712,106921,26.853471254477608
sample09401,monocyte,17850,106921,16.694568887309323
sample09401,nk_cell,18922,106921,17.697178290513556
sample09402,b_cell,4763,89823,5.302650768734066
sample09402,cd4_t_cell,21426,89823,23.85357870478608
sample09402,cd8_t_cell,22134,89823,24.641795531211383
sample09402,monocyte,22880,89823,25.472317780523916
sample09402,nk_cell,18620,89823,20.729657214744552
sample09403,b_cell,8450,105612,8.000984736582964
sample09403,cd4_t_cell,22070,105612,20.897246525016097
sample09403,cd8_t_cell,31718,105612,30.032572056205737
sample09403,monocyte,26583,105612,25.170435177820703
sample09403,nk_cell,16791,105612,15.898761504374503
sample09404,b_cell,12919,90283,14.309449176478406
sample09404,cd4_t_cell,34806,90283,38.55210837034658
sample09404,cd8_t_cell,17234,90283,19.08886501334692
sample09404,monocyte,16151,90283,17.889303634128243
sample09404,nk_cell,9173,90283,10.160273805699854
sample09405,b_cell,6639,104596,6.347279054648361
sample09405,cd4_t_cell,31838,104596,30.439022524761945
sample09405,cd8_t_cell,29901,104596,28.587135263298784
sample09405,monocyte,22079,104596,21.10883781406555
sample09405,nk_cell,14139,104596,13.517725343225361
sample09406,b_cell,7144,95783,7.458526043243582
sample09406,cd4_t_cell,29142,95783,30.42502322959189
sample09406,cd8_t_cell,22821,95783,23.82573107962791
sample09406,monocyte,25667,95783,26.79703078834449
sample09406,nk_cell,11009,95783,11.493688859192131
sample09407,b_cell,11871,107213,11.07235130068182
sample09407,cd4_t_cell,39838,107213,37.1578073554513
sample09407,cd8_t_cell,28589,107213,26.665609580927686
sample09407,monocyte,14649,107213,13.663454991465587
sample09407,nk_cell,12266,107213,11.440776771473608
sample09408,b_cell,12428,90702,13.702013186037796
sample09408,cd4_t_cell,29069,90702,32.048907411082446
sample09408,cd8_t_cell,18539,90702,20.439461092368415
sample09408,monocyte,15313,90702,16.882758924830764
sample09408,nk_cell,15353,90702,16.926859385680583
sample09409,b_cell,12076,96686,12.48991580994146
sample09409,cd4_t_cell,27115,96686,28.044391121775647
sample09409,cd8_t_cell,15512,96686,16.043687814161306
sample09409,monocyte,28713,96686,29.697164015472765
sample09409,nk_cell,13270,96686,13.724841238648821
sample09410,b_cell,13306,91243,14.583036506910119
sample09410,cd4_t_cell,24212,91243,26.535734248106703
sample09410,cd8_t_cell,22483,91243,24.640794362307243
sample09410,monocyte,18853,91243,20.662406979165524
sample09410,nk_cell,12389,91243,13.578027903510407
sample09411,b_cell,14192,106060,13.381105034885913
sample09411,cd4_t_cell,34702,106060,32.719215538374506
sample09411,cd8_t_cell,25456,106060,24.00150858004903
sample09411,monocyte,23476,106060,22.134640769375824
sample09411,nk_cell,8234,106060,7.763530077314727
sample09412,b_cell,12576,100673,12.491929315705304
sample09412,cd4_t_cell,29511,100673,29.3137186733285
sample09412,cd8_t_cell,26965,100673,26.78473870849185
sample09412,monocyte,18975,100673,18.848151937460887
sample09412,nk_cell,12646,100673,12.56146136501346
sample09413,b_cell,9312,93804,9.927082000767557
sample09413,cd4_t_cell,25794,93804,27.49776128949725
sample09413,cd8_t_cell,18352,93804,19.56419768879792
sample09413,monocyte,24526,93804,26.14600656688414
sample09413,nk_cell,15820,93804,16.86495245405313
sample09414,b_cell,11084,95096,11.655590140489611
sample09414,cd4_t_cell,33253,95096,34.96782199040969
sample09414,cd8_t_cell,23483,95096,24.69399343820981
sample09414,monocyte,18570,95096,19.527635231765792
sample09414,nk_cell,8706,95096,9.154959199125095
sample09415,b_cell,9247,108376,8.532331881597402
sample09415,cd4_t_cell,30781,108376,28.40204473315125
sample09415,cd8_t_cell,24945,108376,23.01708865431461
sample09415,monocyte,26614,108376,24.55709751236436
sample09415,nk_cell,16789,108376,15.491437218572376
sample09416,b_cell,12222,92668,13.18901886303794
sample09416,cd4_t_cell,26810,92668,28.93123839944749
sample09416,cd8_t_cell,18607,92668,20.07920749341736
sample09416,monocyte,21450,92668,23.147148961885442
sample09416,nk_cell,13579,92668,14.653386282211766
sample09417,b_cell,8177,97190,8.41341701821175
sample09417,cd4_t_cell,29897,97190,30.761395205268034
sample09417,cd8_t_cell,25832,97190,26.578866138491613
sample09417,monocyte,20395,97190,20.984669204650686
sample09417,nk_cell,12889,97190,13.261652433377918
sample09418,b_cell,8574,102778,8.342252232968145
sample09418,cd4_t_cell,30348,102778,29.527719940064994
sample09418,cd8_t_cell,20785,102778,20.22319951740645
sample09418,monocyte,25310,102778,24.62589270077254
sample09418,nk_cell,17761,102778,17.28093560878787
sample09419,b_cell,12195,107218,11.37402301852301
sample09419,cd4_t_cell,35179,107218,32.810722080247714
sample09419,cd8_t_cell,24948,107218,23.26848103863157
sample09419,monocyte,20241,107218,18.878359976869554
sample09419,nk_cell,14655,107218,13.668413885728143
sample09420,b_cell,11808,107688,10.965010028972587
sample09420,cd4_t_cell,27224,107688,25.280439789020132
sample09420,cd8_t_cell,27926,107688,25.932323007206005
sample09420,monocyte,18832,107688,17.487556645122947
sample09420,nk_cell,21898,107688,20.33467052967833
sample09421,b_cell,14098,95799,14.716228770655226
sample09421,cd4_t_cell,29247,95799,30.52954623743463
sample09421,cd8_t_cell,18222,95799,19.021075376569694
sample09421,monocyte,22278,95799,23.254940030689255
sample09421,nk_cell,11954,95799,12.478209584651196
sample09422,b_cell,14813,92730,15.97433408821309
sample09422,cd4_t_cell,34391,92730,37.087242532082385
sample09422,cd8_t_cell,18873,92730,20.352636687156263
sample09422,monocyte,12341,92730,13.308530141270355
sample09422,nk_cell,12312,92730,13.277256551277903
sample09423,b_cell,15816,110209,14.35091507953071
sample09423,cd4_t_cell,31329,110209,28.426897984738087
sample09423,cd8_t_cell,30882,110209,28.021304975092775
sample09423,monocyte,22921,110209,20.79775698899364
sample09423,nk_cell,9261,110209,8.403124971644784
sample09424,b_cell,6900,92898,7.427501130271912
sample09424,cd4_t_cell,21177,92898,22.79596977329975
sample09424,cd8_t_cell,29925,92898,32.21274946715752
sample09424,monocyte,21477,92898,23.118904605050698
sample09424,nk_cell,13419,92898,14.444875024220114
sample09425,b_cell,10383,98026,10.592087813437251
sample09425,cd4_t_cell,28077,98026,28.642400995654217
sample09425,cd8_t_cell,24011,98026,24.494521861546936
sample09425,monocyte,21818,98026,22.257360292167384
sample09425,nk_cell,13737,98026,14.013629037194214
sample09426,b_cell,12874,107253,12.003393844461227
sample09426,cd4_t_cell,36517,107253,34.04753246995422
sample09426,cd8_t_cell,25381,107253,23.66460611824378
sample09426,monocyte,21765,107253,20.293138653464236
sample09426,nk_cell,10716,107253,9.991328913876535
sample09427,b_cell,4474,94953,4.711804787631776
sample09427,cd4_t_cell,24127,94953,25.40941307804914
sample09427,cd8_t_cell,27436,94953,28.894295072298924
sample09427,monocyte,12590,94953,13.259191389424242
sample09427,nk_cell,26326,94953,27.72529567259592
sample09428,b_cell,9467,105924,8.937540123107134
sample09428,cd4_t_cell,32906,105924,31.06566972546354
sample09428,cd8_t_cell,27810,105924,26.25467316188966
sample09428,monocyte,24433,105924,23.06653827272384
sample09428,nk_cell,11308,105924,10.67557871681583
sample09429,b_cell,4430,90919,4.872468900889803
sample09429,cd4_t_cell,26415,90919,29.05333318668265
sample09429,cd8_t_cell,19885,90919,21.871116048350732
sample09429,monocyte,27089,90919,29.794652382890263
sample09429,nk_cell,13100,90919,14.40842948118655
sample09430,b_cell,6080,96628,6.292172041230286
sample09430,cd4_t_cell,30568,96628,31.634722854659103
sample09430,cd8_t_cell,23756,96628,24.585006416359647
sample09430,monocyte,23717,96628,24.54464544438465
sample09430,nk_cell,12507,96628,12.943453243366312
sample09431,b_cell,17801,109166,16.306359122803805
sample09431,cd4_t_cell,37066,109166,33.95379513768023
sample09431,cd8_t_cell,25486,109166,23.346096770056608
sample09431,monocyte,13652,109166,12.505725225802905
sample09431,nk_cell,15161,109166,13.888023743656449
sample09432,b_cell,9591,93829,10.221786441292139
sample09432,cd4_t_cell,28369,93829,30.234788817956073
sample09432,cd8_t_cell,21711,93829,23.138901618902473
sample09432,monocyte,19243,93829,20.50858476590393
sample09432,nk_cell,14915,93829,15.895938355945392
sample09433,b_cell,12772,96915,13.178558530671205
sample09433,cd4_t_cell,29354,96915,30.28839704896043
sample09433,cd8_t_cell,21125,96915,21.797451374916164
sample09433,monocyte,17598,96915,18.158179848320692
sample09433,nk_cell,16066,96915,16.577413197131506
sample09434,b_cell,8111,106134,7.642225865415418
sample09434,cd4_t_cell,27919,106134,26.305425217178286
sample09434,cd8_t_cell,27006,106134,25.44519192718639
sample09434,monocyte,30049,106134,28.31232215878041
sample09434,nk_cell,13049,106134,12.2948348314395
sample09435,b_cell,4450,98573,4.5144207845961875
sample09435,cd4_t_cell,28318,98573,28.727947815324683
sample09435,cd8_t_cell,34011,98573,34.50336298986538
sample09435,monocyte,21215,98573,21.52212066184452
sample09435,nk_cell,10579,98573,10.73214774836923
sample09436,b_cell,10377,101534,10.220221797624442
sample09436,cd4_t_cell,37681,101534,37.111706423464064
sample09436,cd8_t_cell,20868,101534,20.552721255933974
sample09436,monocyte,20075,101534,19.771702089940316
sample09436,nk_cell,12533,101534,12.34364843303721
sample09437,b_cell,8085,92655,8.725918730775458
sample09437,cd4_t_cell,28300,92655,30.54341373913982
sample09437,cd8_t_cell,24237,92655,26.158329286061193
sample09437,monocyte,22041,92655,23.78824672170957
sample09437,nk_cell,9992,92655,10.78409152231396
sample09438,b_cell,9552,111321,8.580591263103997
sample09438,cd4_t_cell,36662,111321,32.933588451415275
sample09438,cd8_t_cell,32100,111321,28.83552968442612
sample09438,monocyte,15272,111321,13.718885026185534
sample09438,nk_cell,17735,111321,15.931405574869073
sample09439,b_cell,9710,93233,10.414767303422607
sample09439,cd4_t_cell,29118,93233,31.231430931108083
sample09439,cd8_t_cell,25758,93233,27.627556766381
sample09439,monocyte,15412,93233,16.5306275674922
sample09439,nk_cell,13235,93233,14.195617431596109
sample09440,b_cell,11289,100807,11.198627079468688
sample09440,cd4_t_cell,30540,100807,30.295515192397353
sample09440,cd8_t_cell,26415,100807,26.203537452756258
sample09440,monocyte,16395,100807,16.2637515251917
sample09440,nk_cell,16168,100807,16.038568750186
sample09441,b_cell,4103,105526,3.8881413111460685
sample09441,cd4_t_cell,26574,105526,25.182419498512214
sample09441,cd8_t_cell,32189,105526,30.50338305251786
sample09441,monocyte,16970,105526,16.08134488183007
sample09441,nk_cell,25690,105526,24.344711255993783
sample09442,b_cell,9756,96139,10.147806821373221
sample09442,cd4_t_cell,29698,96139,30.890689522462267
sample09442,cd8_t_cell,29493,96139,30.67745659929893
sample09442,monocyte,20022,96139,20.82609554915279
sample09442,nk_cell,7170,96139,7.457951507712791
sample09443,b_cell,14713,103353,14.235677725852177
sample09443,cd4_t_cell,29870,103353,28.900951109305
sample09443,cd8_t_cell,26294,103353,25.440964461602466
sample09443,monocyte,14076,103353,13.619343415285478
sample09443,nk_cell,18400,103353,17.803063287954874
sample09444,b_cell,7334,107318,6.833895525447735
sample09444,cd4_t_cell,28423,107318,26.48483944911385
sample09444,cd8_t_cell,28119,107318,26.201569168266275
sample09444,monocyte,28092,107318,26.176410294638362
sample09444,nk_cell,15350,107318,14.303285562533777
sample09445,b_cell,6183,98154,6.299284797359252
sample09445,cd4_t_cell,26253,98154,26.746744911058133
sample09445,cd8_t_cell,30168,98154,30.73537502292316
sample09445,monocyte,23023,98154,23.455997717871917
sample09445,nk_cell,12527,98154,12.762597550787538
sample09446,b_cell,8252,98421,8.384389510368722
sample09446,cd4_t_cell,30477,98421,30.965952388209832
sample09446,cd8_t_cell,22955,98421,23.32327450442487
sample09446,monocyte,18100,98421,18.390384165980837
sample09446,nk_cell,18637,98421,18.935999431015738
sample09447,b_cell,8053,95894,8.39781425323795
sample09447,cd4_t_cell,25669,95894,26.768098108327948
sample09447,cd8_t_cell,24481,95894,25.52923019166997
sample09447,monocyte,22581,95894,23.547875779506537
sample09447,nk_cell,15110,95894,15.756981667257596
sample09448,b_cell,9311,102792,9.058097906451865
sample09448,cd4_t_cell,37140,102792,36.131216437076816
sample09448,cd8_t_cell,27689,102792,26.93692116117986
sample09448,monocyte,17414,102792,16.941007082263212
sample09448,nk_cell,11238,102792,10.932757413028252
sample09449,b_cell,12723,103081,12.342720772984352
sample09449,cd4_t_cell,27379,103081,26.560665884110552
sample09449,cd8_t_cell,25519,103081,24.75625964047691
sample09449,monocyte,21526,103081,20.88260688196661
sample09449,nk_cell,15934,103081,15.45774682046158
sample09450,b_cell,5826,94727,6.150305615083345
sample09450,cd4_t_cell,35787,94727,37.77909149450526
sample09450,cd8_t_cell,26642,94727,28.125032989538358
sample09450,monocyte,15545,94727,16.410315960602574
sample09450,nk_cell,10927,94727,11.535253940270461
sample09451,b_cell,6355,94610,6.7170489377444245
sample09451,cd4_t_cell,26809,94610,28.336328083712083
sample09451,cd8_t_cell,23127,94610,24.444561885635768
sample09451,monocyte,27050,94610,28.591058027692632
sample09451,nk_cell,11269,94610,11.911003065215093
sample09452,b_cell,2690,92876,2.8963348981437615
sample09452,cd4_t_cell,40918,92876,44.05659158447823
sample09452,cd8_t_cell,15107,92876,16.26577371979844
sample09452,monocyte,18888,92876,20.336793143546235
sample09452,nk_cell,15273,92876,16.444506654033333
sample09453,b_cell,12458,95548,13.038472809477957
sample09453,cd4_t_cell,26035,95548,27.248084732281157
sample09453,cd8_t_cell,28556,95548,29.886549169004063
sample09453,monocyte,17223,95548,18.02549503914263
sample09453,nk_cell,11276,95548,11.801398250094193
sample09454,b_cell,9360,104505,8.956509257930243
sample09454,cd4_t_cell,34992,104505,33.483565379646905
sample09454,cd8_t_cell,24238,104505,23.19314865317449
sample09454,monocyte,20459,104505,19.577053729486625
sample09454,nk_cell,15456,104505,14.789722979761736
sample09455,b_cell,8204,97179,8.442153140081706
sample09455,cd4_t_cell,33923,97179,34.90774755862892
sample09455,cd8_t_cell,20094,97179,20.67730682554873
sample09455,monocyte,23239,97179,23.913602733100774
sample09455,nk_cell,11719,97179,12.059189742639871
sample09456,b_cell,10853,98365,11.033396025008896
sample09456,cd4_t_cell,35622,98365,36.21410054389265
sample09456,cd8_t_cell,24292,98365,24.695775936562804
sample09456,monocyte,19673,98365,20.0
sample09456,nk_cell,7925,98365,8.056727494535657
sample09457,b_cell,16753,100267,16.70838860243151
